state_code,district_code,district_name,population,households
1,1,Kupwara,870354,113929
1,1,Kupwara,765625,101930
1,1,Kupwara,104729,11999
1,2,Badgam,753745,103363
1,2,Badgam,655833,89417
1,2,Badgam,97912,13946
1,3,Leh(Ladakh),133487,21909
1,3,Leh(Ladakh),87816,14905
1,3,Leh(Ladakh),45671,7004
1,4,Kargil,140802,18338
1,4,Kargil,124464,16147
1,4,Kargil,16338,2191
1,5,Punch,476835,90261
1,5,Punch,438205,83045
1,5,Punch,38630,7216
1,6,Rajouri,642415,130401
1,6,Rajouri,590101,122645
1,6,Rajouri,52314,7756
1,7,Kathua,616435,119583
1,7,Kathua,526722,101651
1,7,Kathua,89713,17932
1,8,Baramula,1008039,152635
1,8,Baramula,825539,125346
1,8,Baramula,182500,27289
1,9,Bandipore,392232,58392
1,9,Bandipore,326871,48794
1,9,Bandipore,65361,9598
1,10,Srinagar,1236829,191678
1,10,Srinagar,17313,2844
1,10,Srinagar,1219516,188834
1,11,Ganderbal,297446,45361
1,11,Ganderbal,250407,38395
1,11,Ganderbal,47039,6966
1,12,Pulwama,560440,86241
1,12,Pulwama,479978,75587
1,12,Pulwama,80462,10654
1,13,Shupiyan,266215,44411
1,13,Shupiyan,249855,41858
1,13,Shupiyan,16360,2553
1,14,Anantnag,1078692,153640
1,14,Anantnag,795805,117648
1,14,Anantnag,282887,35992
1,15,Kulgam,424483,73728
1,15,Kulgam,343870,59922
1,15,Kulgam,80613,13806
1,16,Doda,409936,79636
1,16,Doda,377247,72917
1,16,Doda,32689,6719
1,17,Ramban,283713,55490
1,17,Ramban,271902,53328
1,17,Ramban,11811,2162
1,18,Kishtwar,230696,45209
1,18,Kishtwar,215831,42499
1,18,Kishtwar,14865,2710
1,19,Udhampur,554985,99240
1,19,Udhampur,446777,78887
1,19,Udhampur,108208,20353
1,20,Reasi,314667,56689
1,20,Reasi,287671,51659
1,20,Reasi,26996,5030
1,21,Jammu,1529958,314199
1,21,Jammu,764945,159291
1,21,Jammu,765013,154908
1,22,Samba,318898,65385
1,22,Samba,265283,54718
1,22,Samba,53615,10667
2,23,Chamba,519080,102460
2,23,Chamba,482972,94596
2,23,Chamba,36108,7864
2,24,Kangra,1510075,338887
2,24,Kangra,1423794,318379
2,24,Kangra,86281,20508
2,25,Lahul & Spiti,31564,6674
2,25,Lahul & Spiti,31564,6674
2,25,Lahul & Spiti,0,0
2,26,Kullu,437903,94807
2,26,Kullu,396512,84358
2,26,Kullu,41391,10449
2,27,Mandi,999777,219145
2,27,Mandi,937140,203747
2,27,Mandi,62637,15398
2,28,Hamirpur,454768,105519
2,28,Hamirpur,423338,98115
2,28,Hamirpur,31430,7404
2,29,Una,521173,110332
2,29,Una,476260,100502
2,29,Una,44913,9830
2,30,Bilaspur,381956,80485
2,30,Bilaspur,356827,74712
2,30,Bilaspur,25129,5773
2,31,Solan,580320,122425
2,31,Solan,478173,96510
2,31,Solan,102147,25915
2,32,Sirmaur,529855,98208
2,32,Sirmaur,472690,85087
2,32,Sirmaur,57165,13121
2,33,Shimla,814010,184362
2,33,Shimla,612659,129854
2,33,Shimla,201351,54508
2,34,Kinnaur,84121,19976
2,34,Kinnaur,84121,19976
2,34,Kinnaur,0,0
3,35,Gurdaspur,2298323,443666
3,35,Gurdaspur,1639004,312300
3,35,Gurdaspur,659319,131366
3,36,Kapurthala ,815168,167989
3,36,Kapurthala ,532706,107710
3,36,Kapurthala ,282462,60279
3,37,Jalandhar,2193590,461635
3,37,Jalandhar,1032419,213682
3,37,Jalandhar,1161171,247953
3,38,Hoshiarpur,1586625,336994
3,38,Hoshiarpur,1251656,264831
3,38,Hoshiarpur,334969,72163
3,39,Shahid Bhagat Singh Nagar ,612310,129500
3,39,Shahid Bhagat Singh Nagar ,486894,102766
3,39,Shahid Bhagat Singh Nagar ,125416,26734
3,40,Fatehgarh Sahib,600163,118100
3,40,Fatehgarh Sahib,414681,78997
3,40,Fatehgarh Sahib,185482,39103
3,41,Ludhiana,3498739,716826
3,41,Ludhiana,1429031,280796
3,41,Ludhiana,2069708,436030
3,42,Moga,995746,193256
3,42,Moga,768500,147298
3,42,Moga,227246,45958
3,43,Firozpur,2029074,385994
3,43,Firozpur,1476518,276967
3,43,Firozpur,552556,109027
3,44,Muktsar,901896,174360
3,44,Muktsar,649705,124124
3,44,Muktsar,252191,50236
3,45,Faridkot,617508,120893
3,45,Faridkot,400457,76728
3,45,Faridkot,217051,44165
3,46,Bathinda,1388525,273902
3,46,Bathinda,889308,171292
3,46,Bathinda,499217,102610
3,47,Mansa,769751,149630
3,47,Mansa,606147,117232
3,47,Mansa,163604,32398
3,48,Patiala,1895686,372293
3,48,Patiala,1132406,214257
3,48,Patiala,763280,158036
3,49,Amritsar ,2490656,488898
3,49,Amritsar ,1156045,214993
3,49,Amritsar ,1334611,273905
3,50,Tarn Taran,1119627,203421
3,50,Tarn Taran,977832,176669
3,50,Tarn Taran,141795,26752
3,51,Rupnagar,684627,135635
3,51,Rupnagar,506820,97827
3,51,Rupnagar,177807,37808
3,52,Sahibzada Ajit Singh Nagar,994628,205411
3,52,Sahibzada Ajit Singh Nagar,450017,85123
3,52,Sahibzada Ajit Singh Nagar,544611,120288
3,53,Sangrur,1655169,318870
3,53,Sangrur,1139204,217864
3,53,Sangrur,515965,101006
3,54,Barnala,595527,115798
3,54,Barnala,404842,76657
3,54,Barnala,190685,39141
4,55,Chandigarh,1055450,241173
4,55,Chandigarh,28991,7140
4,55,Chandigarh,1026459,234033
5,56,Uttarkashi,330086,67602
5,56,Uttarkashi,305781,61914
5,56,Uttarkashi,24305,5688
5,57,Chamoli,391605,88964
5,57,Chamoli,332209,74318
5,57,Chamoli,59396,14646
5,58,Rudraprayag,242285,53542
5,58,Rudraprayag,232360,50882
5,58,Rudraprayag,9925,2660
5,59,Tehri Garhwal,618931,132714
5,59,Tehri Garhwal,548792,115691
5,59,Tehri Garhwal,70139,17023
5,60,Dehradun,1696694,347001
5,60,Dehradun,754753,144112
5,60,Dehradun,941941,202889
5,61,Garhwal,687271,161778
5,61,Garhwal,574568,136180
5,61,Garhwal,112703,25598
5,62,Pithoragarh,483439,114730
5,62,Pithoragarh,413834,96971
5,62,Pithoragarh,69605,17759
5,63,Bageshwar,259898,58046
5,63,Bageshwar,250819,55992
5,63,Bageshwar,9079,2054
5,64,Almora,622506,140577
5,64,Almora,560192,125209
5,64,Almora,62314,15368
5,65,Champawat,259648,53953
5,65,Champawat,221305,45741
5,65,Champawat,38343,8212
5,66,Nainital,954605,191383
5,66,Nainital,582871,114954
5,66,Nainital,371734,76429
5,67,Udham Singh Nagar,1648902,308581
5,67,Udham Singh Nagar,1062142,198645
5,67,Udham Singh Nagar,586760,109936
5,68,Hardwar,1890422,338104
5,68,Hardwar,1197328,204477
5,68,Hardwar,693094,133627
6,69,Panchkula,561293,117107
6,69,Panchkula,248063,46154
6,69,Panchkula,313230,70953
6,70,Ambala,1128350,224334
6,70,Ambala,627576,117702
6,70,Ambala,500774,106632
6,71,Yamunanagar,1214205,235423
6,71,Yamunanagar,741376,136652
6,71,Yamunanagar,472829,98771
6,72,Kurukshetra,964655,188143
6,72,Kurukshetra,685430,130824
6,72,Kurukshetra,279225,57319
6,73,Kaithal,1074304,204274
6,73,Kaithal,838293,158019
6,73,Kaithal,236011,46255
6,74,Karnal,1505324,292084
6,74,Karnal,1050514,198594
6,74,Karnal,454810,93490
6,75,Panipat,1205437,235640
6,75,Panipat,650352,121876
6,75,Panipat,555085,113764
6,76,Sonipat,1450001,277726
6,76,Sonipat,996637,187552
6,76,Sonipat,453364,90174
6,77,Jind,1334152,249736
6,77,Jind,1028569,190875
6,77,Jind,305583,58861
6,78,Fatehabad,942011,180637
6,78,Fatehabad,762423,145137
6,78,Fatehabad,179588,35500
6,79,Sirsa,1295189,246571
6,79,Sirsa,975941,183495
6,79,Sirsa,319248,63076
6,80,Hisar,1743931,335608
6,80,Hisar,1190443,225651
6,80,Hisar,553488,109957
6,81,Bhiwani,1634445,311380
6,81,Bhiwani,1313123,248136
6,81,Bhiwani,321322,63244
6,82,Rohtak,1061204,206988
6,82,Rohtak,615040,117450
6,82,Rohtak,446164,89538
6,83,Jhajjar,958405,185334
6,83,Jhajjar,715066,136503
6,83,Jhajjar,243339,48831
6,84,Mahendragarh,922088,171712
6,84,Mahendragarh,789233,147122
6,84,Mahendragarh,132855,24590
6,85,Rewari,900332,178043
6,85,Rewari,666902,130299
6,85,Rewari,233430,47744
6,86,Gurgaon,1514432,326428
6,86,Gurgaon,472179,88678
6,86,Gurgaon,1042253,237750
6,87,Mewat ,1089263,160280
6,87,Mewat ,965157,139975
6,87,Mewat ,124106,20305
6,88,Faridabad,1809733,358919
6,88,Faridabad,370878,63366
6,88,Faridabad,1438855,295553
6,89,Palwal ,1042708,171157
6,89,Palwal ,806164,129696
6,89,Palwal ,236544,41461
7,90,North West,3656539,736253
7,90,North West,213950,40500
7,90,North West,3442589,695753
7,91,North,887978,180044
7,91,North,17746,3312
7,91,North,870232,176732
7,92,North East,2241624,406125
7,92,North East,21527,3938
7,92,North East,2220097,402187
7,93,East,1709346,358937
7,93,East,3530,875
7,93,East,1705816,358062
7,94,New Delhi,142004,33208
7,94,New Delhi,0,0
7,94,New Delhi,142004,33208
7,95,Central,582320,119639
7,95,Central,0,0
7,95,Central,582320,119639
7,96,West,2543243,533221
7,96,West,6420,1170
7,96,West,2536823,532051
7,97,South West,2292958,494439
7,97,South West,143676,27322
7,97,South West,2149282,467117
7,98,South,2731929,574133
7,98,South,12193,2457
7,98,South,2719736,571676
8,99,Ganganagar ,1969168,387511
8,99,Ganganagar ,1433736,278926
8,99,Ganganagar ,535432,108585
8,100,Hanumangarh,1774692,336192
8,100,Hanumangarh,1424228,268362
8,100,Hanumangarh,350464,67830
8,101,Bikaner,2363937,384944
8,101,Bikaner,1563553,244971
8,101,Bikaner,800384,139973
8,102,Churu,2039547,348984
8,102,Churu,1463312,255868
8,102,Churu,576235,93116
8,103,Jhunjhunun,2137045,384197
8,103,Jhunjhunun,1647966,300801
8,103,Jhunjhunun,489079,83396
8,104,Alwar,3674179,639720
8,104,Alwar,3019728,511517
8,104,Alwar,654451,128203
8,105,Bharatpur,2548462,425414
8,105,Bharatpur,2053363,338689
8,105,Bharatpur,495099,86725
8,106,Dhaulpur,1206516,203754
8,106,Dhaulpur,959066,162180
8,106,Dhaulpur,247450,41574
8,107,Karauli,1458248,262503
8,107,Karauli,1240143,224570
8,107,Karauli,218105,37933
8,108,Sawai Madhopur,1335551,254716
8,108,Sawai Madhopur,1069084,206129
8,108,Sawai Madhopur,266467,48587
8,109,Dausa,1634409,292502
8,109,Dausa,1432616,256694
8,109,Dausa,201793,35808
8,110,Jaipur,6626178,1177096
8,110,Jaipur,3154331,507803
8,110,Jaipur,3471847,669293
8,111,Sikar,2677333,444816
8,111,Sikar,2043427,345160
8,111,Sikar,633906,99656
8,112,Nagaur,3307743,578809
8,112,Nagaur,2670539,476736
8,112,Nagaur,637204,102073
8,113,Jodhpur,3687165,649013
8,113,Jodhpur,2422551,414223
8,113,Jodhpur,1264614,234790
8,114,Jaisalmer,669919,117171
8,114,Jaisalmer,580894,100427
8,114,Jaisalmer,89025,16744
8,115,Barmer,2603751,451629
8,115,Barmer,2421914,418990
8,115,Barmer,181837,32639
8,116,Jalor,1828730,326134
8,116,Jalor,1676975,298074
8,116,Jalor,151755,28060
8,117,Sirohi,1036346,201785
8,117,Sirohi,827692,159265
8,117,Sirohi,208654,42520
8,118,Pali,2037573,418157
8,118,Pali,1577567,329510
8,118,Pali,460006,88647
8,119,Ajmer,2583052,494832
8,119,Ajmer,1547642,293744
8,119,Ajmer,1035410,201088
8,120,Tonk,1421326,266870
8,120,Tonk,1103603,212126
8,120,Tonk,317723,54744
8,121,Bundi,1110906,220768
8,121,Bundi,888205,177150
8,121,Bundi,222701,43618
8,122,Bhilwara,2408523,498125
8,122,Bhilwara,1895869,394065
8,122,Bhilwara,512654,104060
8,123,Rajsamand,1156597,243078
8,123,Rajsamand,972777,205878
8,123,Rajsamand,183820,37200
8,124,Dungarpur,1388552,282029
8,124,Dungarpur,1299809,263075
8,124,Dungarpur,88743,18954
8,125,Banswara,1797485,367797
8,125,Banswara,1669864,340276
8,125,Banswara,127621,27521
8,126,Chittaurgarh,1544338,329119
8,126,Chittaurgarh,1259074,269332
8,126,Chittaurgarh,285264,59787
8,127,Kota,1951014,396501
8,127,Kota,774410,151351
8,127,Kota,1176604,245150
8,128,Baran,1222755,241428
8,128,Baran,968541,191526
8,128,Baran,254214,49902
8,129,Jhalawar,1411129,283295
8,129,Jhalawar,1181838,237702
8,129,Jhalawar,229291,45593
8,130,Udaipur,3068420,623531
8,130,Udaipur,2459994,495973
8,130,Udaipur,608426,127558
8,131,Pratapgarh,867848,178726
8,131,Pratapgarh,796041,163810
8,131,Pratapgarh,71807,14916
9,132,Saharanpur,3466382,597656
9,132,Saharanpur,2399856,408198
9,132,Saharanpur,1066526,189458
9,133,Muzaffarnagar,4143512,676642
9,133,Muzaffarnagar,2952200,475749
9,133,Muzaffarnagar,1191312,200893
9,134,Bijnor,3682713,633197
9,134,Bijnor,2757401,478997
9,134,Bijnor,925312,154200
9,135,Moradabad,4772006,796170
9,135,Moradabad,3198383,522763
9,135,Moradabad,1573623,273407
9,136,Rampur,2335819,393736
9,136,Rampur,1747172,290515
9,136,Rampur,588647,103221
9,137,Jyotiba Phule Nagar,1840221,314401
9,137,Jyotiba Phule Nagar,1381508,235417
9,137,Jyotiba Phule Nagar,458713,78984
9,138,Meerut,3443689,579110
9,138,Meerut,1684507,271679
9,138,Meerut,1759182,307431
9,139,Baghpat,1303048,209916
9,139,Baghpat,1028023,164494
9,139,Baghpat,275025,45422
9,140,Ghaziabad,4681645,850676
9,140,Ghaziabad,1519098,248050
9,140,Ghaziabad,3162547,602626
9,141,Gautam Buddha Nagar,1648115,327090
9,141,Gautam Buddha Nagar,673806,111916
9,141,Gautam Buddha Nagar,974309,215174
9,142,Bulandshahr ,3499171,587529
9,142,Bulandshahr ,2631742,440668
9,142,Bulandshahr ,867429,146861
9,143,Aligarh,3673889,611371
9,143,Aligarh,2456698,407034
9,143,Aligarh,1217191,204337
9,144,Mahamaya Nagar,1564708,260860
9,144,Mahamaya Nagar,1232015,204827
9,144,Mahamaya Nagar,332693,56033
9,145,Mathura,2547184,423125
9,145,Mathura,1791191,292881
9,145,Mathura,755993,130244
9,146,Agra,4418797,710566
9,146,Agra,2394602,371791
9,146,Agra,2024195,338775
9,147,Firozabad,2498156,414266
9,147,Firozabad,1664987,274897
9,147,Firozabad,833169,139369
9,148,Mainpuri,1868529,313690
9,148,Mainpuri,1580087,263503
9,148,Mainpuri,288442,50187
9,149,Budaun,3681896,615776
9,149,Budaun,3037301,505491
9,149,Budaun,644595,110285
9,150,Bareilly,4448359,756784
9,150,Bareilly,2879950,481039
9,150,Bareilly,1568409,275745
9,151,Pilibhit,2031007,362573
9,151,Pilibhit,1679592,299026
9,151,Pilibhit,351415,63547
9,152,Shahjahanpur,3006538,527501
9,152,Shahjahanpur,2412446,425057
9,152,Shahjahanpur,594092,102444
9,153,Kheri,4021243,745077
9,153,Kheri,3560208,661245
9,153,Kheri,461035,83832
9,154,Sitapur,4483992,801764
9,154,Sitapur,3953208,714655
9,154,Sitapur,530784,87109
9,155,Hardoi,4092845,730442
9,155,Hardoi,3551039,638627
9,155,Hardoi,541806,91815
9,156,Unnao,3108367,588533
9,156,Unnao,2576721,491106
9,156,Unnao,531646,97427
9,157,Lucknow,4589838,860703
9,157,Lucknow,1550842,283193
9,157,Lucknow,3038996,577510
9,158,Rae Bareli,3405559,619707
9,158,Rae Bareli,3097564,565776
9,158,Rae Bareli,307995,53931
9,159,Farrukhabad,1885204,314144
9,159,Farrukhabad,1469019,242119
9,159,Farrukhabad,416185,72025
9,160,Kannauj,1656616,280928
9,160,Kannauj,1375775,233746
9,160,Kannauj,280841,47182
9,161,Etawah,1581810,277527
9,161,Etawah,1215511,213548
9,161,Etawah,366299,63979
9,162,Auraiya,1379545,248197
9,162,Auraiya,1145323,206164
9,162,Auraiya,234222,42033
9,163,Kanpur Dehat,1796184,329817
9,163,Kanpur Dehat,1622761,298833
9,163,Kanpur Dehat,173423,30984
9,164,Kanpur Nagar,4581268,863338
9,164,Kanpur Nagar,1565623,293376
9,164,Kanpur Nagar,3015645,569962
9,165,Jalaun ,1689974,288338
9,165,Jalaun ,1271074,216570
9,165,Jalaun ,418900,71768
9,166,Jhansi,1998603,367779
9,166,Jhansi,1165119,215843
9,166,Jhansi,833484,151936
9,167,Lalitpur,1221592,222094
9,167,Lalitpur,1046214,189543
9,167,Lalitpur,175378,32551
9,168,Hamirpur,1104285,204863
9,168,Hamirpur,894437,166700
9,168,Hamirpur,209848,38163
9,169,Mahoba,875958,158435
9,169,Mahoba,690577,124678
9,169,Mahoba,185381,33757
9,170,Banda,1799410,319963
9,170,Banda,1523655,270245
9,170,Banda,275755,49718
9,171,Chitrakoot,991730,168232
9,171,Chitrakoot,895398,151278
9,171,Chitrakoot,96332,16954
9,172,Fatehpur,2632733,472238
9,172,Fatehpur,2310740,414578
9,172,Fatehpur,321993,57660
9,173,Pratapgarh,3209141,533546
9,173,Pratapgarh,3033899,505129
9,173,Pratapgarh,175242,28417
9,174,Kaushambi,1599596,277851
9,174,Kaushambi,1475140,256198
9,174,Kaushambi,124456,21653
9,175,Allahabad ,5954391,976733
9,175,Allahabad ,4481518,721011
9,175,Allahabad ,1472873,255722
9,176,Bara Banki,3260699,579058
9,176,Bara Banki,2929896,524255
9,176,Bara Banki,330803,54803
9,177,Faizabad,2470996,423375
9,177,Faizabad,2130743,365711
9,177,Faizabad,340253,57664
9,178,Ambedkar Nagar,2397888,368728
9,178,Ambedkar Nagar,2117158,325035
9,178,Ambedkar Nagar,280730,43693
9,179,Sultanpur,3797117,623523
9,179,Sultanpur,3597201,590446
9,179,Sultanpur,199916,33077
9,180,Bahraich,3487731,603754
9,180,Bahraich,3203687,557893
9,180,Bahraich,284044,45861
9,181,Shrawasti,1117361,188289
9,181,Shrawasti,1078712,182331
9,181,Shrawasti,38649,5958
9,182,Balrampur,2148665,323881
9,182,Balrampur,1982274,298368
9,182,Balrampur,166391,25513
9,183,Gonda,3433919,541247
9,183,Gonda,3208890,504278
9,183,Gonda,225029,36969
9,184,Siddharthnagar,2559297,379351
9,184,Siddharthnagar,2398606,355461
9,184,Siddharthnagar,160691,23890
9,185,Basti,2464464,382212
9,185,Basti,2326367,360637
9,185,Basti,138097,21575
9,186,Sant Kabir Nagar,1715183,256645
9,186,Sant Kabir Nagar,1586652,237921
9,186,Sant Kabir Nagar,128531,18724
9,187,Mahrajganj,2684703,426565
9,187,Mahrajganj,2549973,404790
9,187,Mahrajganj,134730,21775
9,188,Gorakhpur,4440895,692960
9,188,Gorakhpur,3604766,554999
9,188,Gorakhpur,836129,137961
9,189,Kushinagar,3564544,561062
9,189,Kushinagar,3396437,533834
9,189,Kushinagar,168107,27228
9,190,Deoria,3100946,468346
9,190,Deoria,2784143,420650
9,190,Deoria,316803,47696
9,191,Azamgarh,4613913,665232
9,191,Azamgarh,4220512,611588
9,191,Azamgarh,393401,53644
9,192,Mau,2205968,324424
9,192,Mau,1706760,253645
9,192,Mau,499208,70779
9,193,Ballia,3239774,480268
9,193,Ballia,2935665,435184
9,193,Ballia,304109,45084
9,194,Jaunpur,4494204,663513
9,194,Jaunpur,4147624,613244
9,194,Jaunpur,346580,50269
9,195,Ghazipur,3620268,546664
9,195,Ghazipur,3345908,505095
9,195,Ghazipur,274360,41569
9,196,Chandauli,1952756,296804
9,196,Chandauli,1710203,259129
9,196,Chandauli,242553,37675
9,197,Varanasi,3676841,560162
9,197,Varanasi,2079790,306978
9,197,Varanasi,1597051,253184
9,198,Sant Ravidas Nagar (Bhadohi),1578213,222403
9,198,Sant Ravidas Nagar (Bhadohi),1348911,189745
9,198,Sant Ravidas Nagar (Bhadohi),229302,32658
9,199,Mirzapur,2496970,394925
9,199,Mirzapur,2149403,339323
9,199,Mirzapur,347567,55602
9,200,Sonbhadra,1862559,333174
9,200,Sonbhadra,1548217,270822
9,200,Sonbhadra,314342,62352
9,201,Etah,1774480,290683
9,201,Etah,1506338,245688
9,201,Etah,268142,44995
9,202,Kanshiram Nagar,1436719,237903
9,202,Kanshiram Nagar,1148512,190739
9,202,Kanshiram Nagar,288207,47164
10,203,Pashchim Champaran,3935042,710461
10,203,Pashchim Champaran,3541877,637354
10,203,Pashchim Champaran,393165,73107
10,204,Purba Champaran,5099371,981516
10,204,Purba Champaran,4698028,909672
10,204,Purba Champaran,401343,71844
10,205,Sheohar,656246,150144
10,205,Sheohar,628130,144286
10,205,Sheohar,28116,5858
10,206,Sitamarhi,3423574,736322
10,206,Sitamarhi,3233076,699274
10,206,Sitamarhi,190498,37048
10,207,Madhubani,4487379,898515
10,207,Madhubani,4325884,868524
10,207,Madhubani,161495,29991
10,208,Supaul,2229076,443073
10,208,Supaul,2123518,422580
10,208,Supaul,105558,20493
10,209,Araria,2811569,568142
10,209,Araria,2642792,535361
10,209,Araria,168777,32781
10,210,Kishanganj,1690400,338445
10,210,Kishanganj,1529277,306497
10,210,Kishanganj,161123,31948
10,211,Purnia,3264619,647777
10,211,Purnia,2921614,581363
10,211,Purnia,343005,66414
10,212,Katihar,3071029,619076
10,212,Katihar,2797207,565512
10,212,Katihar,273822,53564
10,213,Madhepura,2001762,401289
10,213,Madhepura,1913301,383856
10,213,Madhepura,88461,17433
10,214,Saharsa,1900661,368979
10,214,Saharsa,1744121,340117
10,214,Saharsa,156540,28862
10,215,Darbhanga,3937385,803012
10,215,Darbhanga,3554057,729100
10,215,Darbhanga,383328,73912
10,216,Muzaffarpur,4801062,945703
10,216,Muzaffarpur,4327625,857133
10,216,Muzaffarpur,473437,88570
10,217,Gopalganj,2562012,413044
10,217,Gopalganj,2399207,387421
10,217,Gopalganj,162805,25623
10,218,Siwan,3330464,535661
10,218,Siwan,3147551,507055
10,218,Siwan,182913,28606
10,219,Saran,3951862,631097
10,219,Saran,3598660,575224
10,219,Saran,353202,55873
10,220,Vaishali,3495021,626087
10,220,Vaishali,3261942,587807
10,220,Vaishali,233079,38280
10,221,Samastipur,4261566,835493
10,221,Samastipur,4113769,807402
10,221,Samastipur,147797,28091
10,222,Begusarai,2970541,589667
10,222,Begusarai,2400718,482492
10,222,Begusarai,569823,107175
