state_code,district_code,district_name,population,households
23,433,Mandsaur,1340411,286808
23,433,Mandsaur,1062807,230413
23,433,Mandsaur,277604,56395
23,434,Ratlam,1455069,296683
23,434,Ratlam,1020038,211854
23,434,Ratlam,435031,84829
23,435,Ujjain,1986864,391438
23,435,Ujjain,1207651,238950
23,435,Ujjain,779213,152488
23,436,Shajapur,1512681,300025
23,436,Shajapur,1219133,244243
23,436,Shajapur,293548,55782
23,437,Dewas,1563715,308871
23,437,Dewas,1111956,221276
23,437,Dewas,451759,87595
23,438,Dhar,2185793,425914
23,438,Dhar,1772572,339173
23,438,Dhar,413221,86741
23,439,Indore,3276697,649540
23,439,Indore,848988,159400
23,439,Indore,2427709,490140
23,440,Khargone (West Nimar),1873046,367988
23,440,Khargone (West Nimar),1574190,309315
23,440,Khargone (West Nimar),298856,58673
23,441,Barwani ,1385881,243277
23,441,Barwani ,1181812,204644
23,441,Barwani ,204069,38633
23,442,Rajgarh,1545814,345297
23,442,Rajgarh,1269357,292018
23,442,Rajgarh,276457,53279
23,443,Vidisha,1458875,299676
23,443,Vidisha,1119257,232163
23,443,Vidisha,339618,67513
23,444,Bhopal,2371061,501805
23,444,Bhopal,454010,93058
23,444,Bhopal,1917051,408747
23,445,Sehore,1311332,257311
23,445,Sehore,1062870,210468
23,445,Sehore,248462,46843
23,446,Raisen,1331597,278895
23,446,Raisen,1028172,215979
23,446,Raisen,303425,62916
23,447,Betul,1575362,329832
23,447,Betul,1266211,261879
23,447,Betul,309151,67953
23,448,Harda ,570465,113379
23,448,Harda ,451101,89743
23,448,Harda ,119364,23636
23,449,Hoshangabad,1241350,257199
23,449,Hoshangabad,851364,175529
23,449,Hoshangabad,389986,81670
23,450,Katni ,1292042,289551
23,450,Katni ,1028499,233122
23,450,Katni ,263543,56429
23,451,Jabalpur,2463289,539060
23,451,Jabalpur,1023255,237398
23,451,Jabalpur,1440034,301662
23,452,Narsimhapur,1091854,250286
23,452,Narsimhapur,888314,206225
23,452,Narsimhapur,203540,44061
23,453,Dindori ,704524,169630
23,453,Dindori ,672206,162220
23,453,Dindori ,32318,7410
23,454,Mandla,1054905,250146
23,454,Mandla,924716,220815
23,454,Mandla,130189,29331
23,455,Chhindwara,2090922,443361
23,455,Chhindwara,1585739,333149
23,455,Chhindwara,505183,110212
23,456,Seoni,1379131,314767
23,456,Seoni,1215241,278250
23,456,Seoni,163890,36517
23,457,Balaghat,1701698,391836
23,457,Balaghat,1456882,337369
23,457,Balaghat,244816,54467
23,458,Guna,1241519,244401
23,458,Guna,928844,185041
23,458,Guna,312675,59360
23,459,Ashoknagar,845071,172680
23,459,Ashoknagar,691387,142794
23,459,Ashoknagar,153684,29886
23,460,Shahdol,1066063,251452
23,460,Shahdol,846463,205268
23,460,Shahdol,219600,46184
23,461,Anuppur,749237,170715
23,461,Anuppur,543996,126851
23,461,Anuppur,205241,43864
23,462,Sidhi,1127033,238448
23,462,Sidhi,1033912,220074
23,462,Sidhi,93121,18374
23,463,Singrauli,1178273,243925
23,463,Singrauli,951487,197902
23,463,Singrauli,226786,46023
23,464,Jhabua,1025048,194157
23,464,Jhabua,933065,175934
23,464,Jhabua,91983,18223
23,465,Alirajpur,728999,123800
23,465,Alirajpur,671925,113129
23,465,Alirajpur,57074,10671
23,466,Khandwa (East Nimar),1310061,266655
23,466,Khandwa (East Nimar),1050625,216182
23,466,Khandwa (East Nimar),259436,50473
23,467,Burhanpur,757847,146341
23,467,Burhanpur,497560,97842
23,467,Burhanpur,260287,48499
24,468,Kachchh,2092371,445672
24,468,Kachchh,1363836,286001
24,468,Kachchh,728535,159671
24,469,Banas Kantha,3120506,560411
24,469,Banas Kantha,2705591,478438
24,469,Banas Kantha,414915,81973
24,470,Patan  ,1343734,267633
24,470,Patan  ,1062653,209082
24,470,Patan  ,281081,58551
24,471,Mahesana,2035064,424479
24,471,Mahesana,1520734,316536
24,471,Mahesana,514330,107943
24,472,Sabar Kantha,2428589,481414
24,472,Sabar Kantha,2064869,406039
24,472,Sabar Kantha,363720,75375
24,473,Gandhinagar,1391753,289990
24,473,Gandhinagar,791126,161994
24,473,Gandhinagar,600627,127996
24,474,Ahmadabad,7214225,1510134
24,474,Ahmadabad,1151178,228482
24,474,Ahmadabad,6063047,1281652
24,475,Surendranagar,1756268,343213
24,475,Surendranagar,1259352,240804
24,475,Surendranagar,496916,102409
24,476,Rajkot,3804558,786586
24,476,Rajkot,1590508,314961
24,476,Rajkot,2214050,471625
24,477,Jamnagar,2160119,430941
24,477,Jamnagar,1189054,230303
24,477,Jamnagar,971065,200638
24,478,Porbandar ,585449,124556
24,478,Porbandar ,299775,63404
24,478,Porbandar ,285674,61152
24,479,Junagadh,2743082,527326
24,479,Junagadh,1836670,347702
24,479,Junagadh,906412,179624
24,480,Amreli,1514190,294837
24,480,Amreli,1127555,219041
24,480,Amreli,386635,75796
24,481,Bhavnagar,2880365,538605
24,481,Bhavnagar,1697964,302370
24,481,Bhavnagar,1182401,236235
24,482,Anand  ,2092745,427605
24,482,Anand  ,1457758,297658
24,482,Anand  ,634987,129947
24,483,Kheda,2299885,466856
24,483,Kheda,1776276,359691
24,483,Kheda,523609,107165
24,484,Panch Mahals,2390776,446611
24,484,Panch Mahals,2055949,378648
24,484,Panch Mahals,334827,67963
24,485,Dohad  ,2127086,334272
24,485,Dohad  ,1935461,298702
24,485,Dohad  ,191625,35570
24,486,Vadodara,4165626,877106
24,486,Vadodara,2099855,417600
24,486,Vadodara,2065771,459506
24,487,Narmada,590297,122174
24,487,Narmada,528425,108962
24,487,Narmada,61872,13212
24,488,Bharuch,1551019,333483
24,488,Bharuch,1026060,217298
24,488,Bharuch,524959,116185
24,489,The Dangs,228291,44699
24,489,The Dangs,203604,39889
24,489,The Dangs,24687,4810
24,490,Navsari  ,1329672,295131
24,490,Navsari  ,920535,203297
24,490,Navsari  ,409137,91834
24,491,Valsad,1705678,364403
24,491,Valsad,1070177,216948
24,491,Valsad,635501,147455
24,492,Surat,6081322,1333200
24,492,Surat,1232109,269680
24,492,Surat,4849213,1063520
24,493,Tapi,807022,177091
24,493,Tapi,727535,160028
24,493,Tapi,79487,17063
25,494,Diu,52074,10580
25,494,Diu,28083,5331
25,494,Diu,23991,5249
25,495,Daman,191173,50376
25,495,Daman,32313,7413
25,495,Daman,158860,42963
26,496,Dadra & Nagar Haveli,343709,76458
26,496,Dadra & Nagar Haveli,183114,36094
26,496,Dadra & Nagar Haveli,160595,40364
27,497,Nandurbar,1648295,323521
27,497,Nandurbar,1372821,272783
27,497,Nandurbar,275474,50738
27,498,Dhule,2050862,408874
27,498,Dhule,1479826,296717
27,498,Dhule,571036,112157
27,499,Jalgaon,4229917,903643
27,499,Jalgaon,2887206,624570
27,499,Jalgaon,1342711,279073
27,500,Buldana,2586258,561504
27,500,Buldana,2037398,451284
27,500,Buldana,548860,110220
27,501,Akola,1813906,395690
27,501,Akola,1094165,250160
27,501,Akola,719741,145530
27,502,Washim,1197160,259464
27,502,Washim,985747,218403
27,502,Washim,211413,41061
27,503,Amravati,2888445,647451
27,503,Amravati,1851158,430282
27,503,Amravati,1037287,217169
27,504,Wardha,1300774,309846
27,504,Wardha,877474,212493
27,504,Wardha,423300,97353
27,505,Nagpur,4653570,1041544
27,505,Nagpur,1474811,339997
27,505,Nagpur,3178759,701547
27,506,Bhandara,1200334,278076
27,506,Bhandara,966503,224933
27,506,Bhandara,233831,53143
27,507,Gondiya,1322507,292369
27,507,Gondiya,1096577,243840
27,507,Gondiya,225930,48529
27,508,Gadchiroli,1072942,250435
27,508,Gadchiroli,954909,222413
27,508,Gadchiroli,118033,28022
27,509,Chandrapur,2204307,536686
27,509,Chandrapur,1428929,356228
27,509,Chandrapur,775378,180458
27,510,Yavatmal,2772348,646886
27,510,Yavatmal,2174195,515502
27,510,Yavatmal,598153,131384
27,511,Nanded,3361292,665434
27,511,Nanded,2447394,494341
27,511,Nanded,913898,171093
27,512,Hingoli,1177345,228868
27,512,Hingoli,998612,196255
27,512,Hingoli,178733,32613
27,513,Parbhani,1836086,361130
27,513,Parbhani,1266280,256399
27,513,Parbhani,569806,104731
27,514,Jalna,1959046,391701
27,514,Jalna,1581617,320908
27,514,Jalna,377429,70793
27,515,Aurangabad,3701282,751915
27,515,Aurangabad,2081112,420950
27,515,Aurangabad,1620170,330965
27,516,Nashik,6107187,1222887
27,516,Nashik,3509814,677310
27,516,Nashik,2597373,545577
27,517,Thane,11060148,2529165
27,517,Thane,2545470,541599
27,517,Thane,8514678,1987566
27,518,Mumbai Suburban,9356962,2105604
27,518,Mumbai Suburban,0,0
27,518,Mumbai Suburban,9356962,2105604
27,519,Mumbai,3085411,674339
27,519,Mumbai,0,0
27,519,Mumbai,3085411,674339
27,520,Raigarh,2634200,611790
27,520,Raigarh,1664005,381204
27,520,Raigarh,970195,230586
27,521,Pune,9429408,2151503
27,521,Pune,3678226,779972
27,521,Pune,5751182,1371531
27,522,Ahmadnagar,4543159,930024
27,522,Ahmadnagar,3630542,739083
27,522,Ahmadnagar,912617,190941
27,523,Bid,2585049,535835
27,523,Bid,2070751,435588
27,523,Bid,514298,100247
27,524,Latur,2454196,481572
27,524,Latur,1829216,363409
27,524,Latur,624980,118163
27,525,Osmanabad,1657576,351281
27,525,Osmanabad,1376519,296494
27,525,Osmanabad,281057,54787
27,526,Solapur,4317756,873167
27,526,Solapur,2918665,593560
27,526,Solapur,1399091,279607
27,527,Satara,3003741,653735
27,527,Satara,2433363,528587
27,527,Satara,570378,125148
27,528,Ratnagiri,1615069,397115
27,528,Ratnagiri,1351346,335318
27,528,Ratnagiri,263723,61797
27,529,Sindhudurg,849651,209839
27,529,Sindhudurg,742645,183201
27,529,Sindhudurg,107006,26638
27,530,Kolhapur,3876001,840240
27,530,Kolhapur,2645992,568519
27,530,Kolhapur,1230009,271721
27,531,Sangli,2822143,598386
27,531,Sangli,2102786,442436
27,531,Sangli,719357,155950
28,532,Adilabad,2741239,649849
28,532,Adilabad,1980980,473010
28,532,Adilabad,760259,176839
28,533,Nizamabad,2551335,593234
28,533,Nizamabad,1962963,465538
28,533,Nizamabad,588372,127696
28,534,Karimnagar,3776269,976022
28,534,Karimnagar,2825044,743421
28,534,Karimnagar,951225,232601
28,535,Medak,3033288,668626
28,535,Medak,2305417,504567
28,535,Medak,727871,164059
28,536,Hyderabad,3943323,849051
28,536,Hyderabad,0,0
28,536,Hyderabad,3943323,849051
28,537,Rangareddy,5296741,1235341
28,537,Rangareddy,1577569,349140
28,537,Rangareddy,3719172,886201
28,538,Mahbubnagar,4053028,869451
28,538,Mahbubnagar,3445336,743106
28,538,Mahbubnagar,607692,126345
28,539,Nalgonda,3488809,875939
28,539,Nalgonda,2826302,716294
28,539,Nalgonda,662507,159645
28,540,Warangal,3512576,886279
28,540,Warangal,2520243,645197
28,540,Warangal,992333,241082
28,541,Khammam,2797370,754034
28,541,Khammam,2141459,582970
28,541,Khammam,655911,171064
28,542,Srikakulam,2703114,681330
28,542,Srikakulam,2266411,572382
28,542,Srikakulam,436703,108948
28,543,Vizianagaram,2344474,587149
28,543,Vizianagaram,1853563,463526
28,543,Vizianagaram,490911,123623
28,544,Visakhapatnam,4290589,1097042
28,544,Visakhapatnam,2254667,579417
28,544,Visakhapatnam,2035922,517625
28,545,East Godavari,5154296,1428528
28,545,East Godavari,3840324,1073773
28,545,East Godavari,1313972,354755
28,546,West Godavari,3936966,1091525
28,546,West Godavari,3128189,877207
28,546,West Godavari,808777,214318
28,547,Krishna,4517398,1243293
28,547,Krishna,2673738,753922
28,547,Krishna,1843660,489371
28,548,Guntur,4887813,1296609
28,548,Guntur,3235075,877464
28,548,Guntur,1652738,419145
28,549,Prakasam,3397448,860463
28,549,Prakasam,2732866,691813
28,549,Prakasam,664582,168650
28,550,Sri Potti Sriramulu Nellore,2963557,776854
28,550,Sri Potti Sriramulu Nellore,2105927,567120
28,550,Sri Potti Sriramulu Nellore,857630,209734
28,551,Y.S.R.,2882469,706204
28,551,Y.S.R.,1903337,477712
28,551,Y.S.R.,979132,228492
28,552,Kurnool,4053463,887652
28,552,Kurnool,2904177,639120
28,552,Kurnool,1149286,248532
28,553,Anantapur,4081148,968160
28,553,Anantapur,2935437,700366
28,553,Anantapur,1145711,267794
28,554,Chittoor,4174064,1039953
28,554,Chittoor,2942678,737322
28,554,Chittoor,1231386,302631
29,555,Belgaum,4779661,983854
29,555,Belgaum,3568466,719233
29,555,Belgaum,1211195,264621
29,556,Bagalkot ,1889752,361149
29,556,Bagalkot ,1291906,242690
29,556,Bagalkot ,597846,118459
29,557,Bijapur,2177331,408806
29,557,Bijapur,1675353,309751
29,557,Bijapur,501978,99055
29,558,Bidar,1703300,319937
29,558,Bidar,1277348,239979
29,558,Bidar,425952,79958
29,559,Raichur,1928812,363853
29,559,Raichur,1438464,267585
29,559,Raichur,490348,96268
29,560,Koppal,1389920,264595
29,560,Koppal,1156216,217748
29,560,Koppal,233704,46847
29,561,Gadag,1064570,219096
29,561,Gadag,685261,139782
29,561,Gadag,379309,79314
29,562,Dharwad,1847023,382700
29,562,Dharwad,797484,160674
29,562,Dharwad,1049539,222026
29,563,Uttara Kannada,1437169,324530
29,563,Uttara Kannada,1018188,228887
29,563,Uttara Kannada,418981,95643
29,564,Haveri,1597668,330414
29,564,Haveri,1242167,257195
29,564,Haveri,355501,73219
29,565,Bellary,2452595,489118
29,565,Bellary,1532356,295258
29,565,Bellary,920239,193860
29,566,Chitradurga,1659456,357003
29,566,Chitradurga,1329923,283669
29,566,Chitradurga,329533,73334
29,567,Davanagere,1945497,410176
29,567,Davanagere,1316487,275421
29,567,Davanagere,629010,134755
29,568,Shimoga,1752753,406816
29,568,Shimoga,1129026,259456
29,568,Shimoga,623727,147360
29,569,Udupi,1177361,253078
29,569,Udupi,843300,177529
29,569,Udupi,334061,75549
29,570,Chikmagalur,1137961,276085
29,570,Chikmagalur,898453,218247
29,570,Chikmagalur,239508,57838
29,571,Tumkur,2678980,640081
29,571,Tumkur,2079902,497521
29,571,Tumkur,599078,142560
29,572,Bangalore,9621551,2393845
29,572,Bangalore,871607,213207
29,572,Bangalore,8749944,2180638
29,573,Mandya,1805769,428625
29,573,Mandya,1497407,355271
29,573,Mandya,308362,73354
29,574,Hassan,1776421,433453
29,574,Hassan,1399658,341634
29,574,Hassan,376763,91819
29,575,Dakshina Kannada,2089649,439733
29,575,Dakshina Kannada,1093563,225243
29,575,Dakshina Kannada,996086,214490
29,576,Kodagu,554519,142716
29,576,Kodagu,473531,121989
29,576,Kodagu,80988,20727
29,577,Mysore,3001127,700968
29,577,Mysore,1755714,406952
29,577,Mysore,1245413,294016
29,578,Chamarajanagar,1020791,244874
29,578,Chamarajanagar,845817,204137
29,578,Chamarajanagar,174974,40737
29,579,Gulbarga,2566326,471601
29,579,Gulbarga,1730775,312880
29,579,Gulbarga,835551,158721
29,580,Yadgir,1174271,202063
29,580,Yadgir,953594,162187
29,580,Yadgir,220677,39876
29,581,Kolar,1536401,333348
29,581,Kolar,1056328,227058
29,581,Kolar,480073,106290
29,582,Chikkaballapura,1255104,284698
29,582,Chikkaballapura,973985,220987
29,582,Chikkaballapura,281119,63711
29,583,Bangalore Rural,990923,229279
29,583,Bangalore Rural,722179,164814
29,583,Bangalore Rural,268744,64465
29,584,Ramanagara,1082636,260533
29,584,Ramanagara,814877,199673
29,584,Ramanagara,267759,60860
30,585,North Goa,818008,191766
30,585,North Goa,324927,74704
30,585,North Goa,493081,117062
30,586,South Goa,640537,151845
30,586,South Goa,226804,53504
30,586,South Goa,413733,98341
31,587,Lakshadweep,64473,11574
31,587,Lakshadweep,14141,2710
31,587,Lakshadweep,50332,8864
32,588,Kasaragod,1307375,273410
32,588,Kasaragod,798328,169240
32,588,Kasaragod,509047,104170
32,589,Kannur,2523003,554298
32,589,Kannur,882017,202229
32,589,Kannur,1640986,352069
32,590,Wayanad,817420,190894
32,590,Wayanad,785840,183375
32,590,Wayanad,31580,7519
32,591,Kozhikode,3086293,697710
32,591,Kozhikode,1013721,235703
32,591,Kozhikode,2072572,462007
32,592,Malappuram,4112920,793999
32,592,Malappuram,2295709,448037
32,592,Malappuram,1817211,345962
32,593,Palakkad,2809934,637220
32,593,Palakkad,2133124,482285
32,593,Palakkad,676810,154935
32,594,Thrissur,3121200,759210
32,594,Thrissur,1024794,250877
32,594,Thrissur,2096406,508333
32,595,Ernakulam,3282388,814011
32,595,Ernakulam,1048025,259915
32,595,Ernakulam,2234363,554096
32,596,Idukki ,1108974,279812
32,596,Idukki ,1056929,267208
32,596,Idukki ,52045,12604
32,597,Kottayam,1974551,487296
32,597,Kottayam,1409158,346899
32,597,Kottayam,565393,140397
32,598,Alappuzha,2127789,535958
32,598,Alappuzha,979643,248616
32,598,Alappuzha,1148146,287342
32,599,Pathanamthitta,1197412,322684
32,599,Pathanamthitta,1065799,287615
32,599,Pathanamthitta,131613,35069
32,600,Kollam,2635375,669375
32,600,Kollam,1448217,376679
32,600,Kollam,1187158,292696
32,601,Thiruvananthapuram,3301427,837877
32,601,Thiruvananthapuram,1529831,390963
32,601,Thiruvananthapuram,1771596,446914
33,602,Thiruvallur,3728104,946949
33,602,Thiruvallur,1299709,331697
33,602,Thiruvallur,2428395,615252
33,603,Chennai,4646732,1154982
33,603,Chennai,0,0
33,603,Chennai,4646732,1154982
33,604,Kancheepuram,3998252,1006245
33,604,Kancheepuram,1459916,361365
33,604,Kancheepuram,2538336,644880
33,605,Vellore,3936331,929281
33,605,Vellore,2234344,536706
33,605,Vellore,1701987,392575
33,606,Tiruvannamalai,2464875,588836
33,606,Tiruvannamalai,1969930,472689
33,606,Tiruvannamalai,494945,116147
33,607,Viluppuram,3458873,800368
33,607,Viluppuram,2939785,678847
33,607,Viluppuram,519088,121521
33,608,Salem,3482056,915967
33,608,Salem,1707934,452023
33,608,Salem,1774122,463944
33,609,Namakkal   ,1726601,475511
33,609,Namakkal   ,1030476,283248
33,609,Namakkal   ,696125,192263
33,610,Erode,2251744,658071
33,610,Erode,1093768,323502
33,610,Erode,1157976,334569
33,611,The Nilgiris,735394,197653
33,611,The Nilgiris,299739,83021
33,611,The Nilgiris,435655,114632
33,612,Dindigul,2159775,560773
33,612,Dindigul,1351735,350970
33,612,Dindigul,808040,209803
33,613,Karur ,1064493,287095
33,613,Karur ,629976,168396
33,613,Karur ,434517,118699
33,614,Tiruchirappalli,2722290,698404
33,614,Tiruchirappalli,1384257,357244
33,614,Tiruchirappalli,1338033,341160
33,615,Perambalur  ,565223,149243
33,615,Perambalur  ,468060,123945
33,615,Perambalur  ,97163,25298
33,616,Ariyalur  ,754894,197090
33,616,Ariyalur  ,671100,175903
33,616,Ariyalur  ,83794,21187
33,617,Cuddalore,2605914,635578
33,617,Cuddalore,1720725,423473
33,617,Cuddalore,885189,212105
33,618,Nagapattinam  ,1616450,413837
33,618,Nagapattinam  ,1251826,323350
33,618,Nagapattinam  ,364624,90487
33,619,Thiruvarur,1264277,327219
33,619,Thiruvarur,1006482,261999
33,619,Thiruvarur,257795,65220
33,620,Thanjavur,2405890,605363
33,620,Thanjavur,1554531,391202
33,620,Thanjavur,851359,214161
33,621,Pudukkottai,1618345,387679
33,621,Pudukkottai,1301991,310285
33,621,Pudukkottai,316354,77394
33,622,Sivaganga,1339101,338938
33,622,Sivaganga,926256,234513
33,622,Sivaganga,412845,104425
33,623,Madurai,3038252,794887
33,623,Madurai,1191451,315036
33,623,Madurai,1846801,479851
33,624,Theni  ,1245899,338112
33,624,Theni  ,575418,156719
33,624,Theni  ,670481,181393
33,625,Virudhunagar,1942288,537748
33,625,Virudhunagar,962062,265002
33,625,Virudhunagar,980226,272746
33,626,Ramanathapuram,1353445,323905
33,626,Ramanathapuram,942746,228764
33,626,Ramanathapuram,410699,95141
33,627,Thoothukkudi,1750176,462010
33,627,Thoothukkudi,873374,235449
33,627,Thoothukkudi,876802,226561
33,628,Tirunelveli ,3077233,815528
33,628,Tirunelveli ,1557004,419057
33,628,Tirunelveli ,1520229,396471
33,629,Kanniyakumari,1870374,483539
33,629,Kanniyakumari,330572,85478
33,629,Kanniyakumari,1539802,398061
33,630,Dharmapuri,1506843,375873
33,630,Dharmapuri,1245931,310409
33,630,Dharmapuri,260912,65464
33,631,Krishnagiri,1879809,448053
33,631,Krishnagiri,1451446,342859
33,631,Krishnagiri,428363,105194
33,632,Coimbatore,3458045,958035
33,632,Coimbatore,839105,242157
33,632,Coimbatore,2618940,715878
33,633,Tiruppur,2479052,712210
33,633,Tiruppur,957941,283187
33,633,Tiruppur,1521111,429023
34,634,Yanam,55626,13812
34,634,Yanam,0,0
34,634,Yanam,55626,13812
34,635,Puducherry,950289,231513
34,635,Puducherry,293080,69497
34,635,Puducherry,657209,162016
34,636,Mahe,41816,7420
34,636,Mahe,0,0
34,636,Mahe,41816,7420
34,637,Karaikal,200222,49705
34,637,Karaikal,102120,25521
34,637,Karaikal,98102,24184
35,638,Nicobars,36842,9288
35,638,Nicobars,36842,9288
35,638,Nicobars,0,0
35,639,North  & Middle Andaman,105597,26199
35,639,North  & Middle Andaman,102856,25475
35,639,North  & Middle Andaman,2741,724
35,640,South Andaman,238142,59064
35,640,South Andaman,97395,23767
35,640,South Andaman,140747,35297
